,year_month,variable,value
275,2022-03-01,fare_per_driver,5131.838418277681
276,2021-11-01,fare_per_driver,5079.3426974445265
277,2021-10-01,fare_per_driver,5154.2868875040995
278,2022-04-01,fare_per_driver,5265.797552577319
279,2022-01-01,fare_per_driver,3462.3252756611387
280,2021-08-01,fare_per_driver,5138.344802968961
281,2022-02-01,fare_per_driver,4219.363670247752
282,2021-12-01,fare_per_driver,4715.965715928093
283,2021-06-01,fare_per_driver,5259.599712537356
284,2021-09-01,fare_per_driver,4848.945986772174
285,2021-07-01,fare_per_driver,5177.92265552206
